timestamp,symbol,timeframe,foundation_version,data_quality_status,oi_delta_reliable,zscore_baseline_status,scenario_label,scenario_disposition,setup_type,efficient_build_quality,efficient_build_quality_reason,scenario_reasons,mode_c_risks,mode_a_reasons,block_reasons,hard_filter_reasons,crowding_status,crowding_side,taker_price_divergence,absorption_candidate,climax_candidate,regime_warning,expansion_subtype,compression_type,final_entry_permission,final_structural_permission,structural_block_reason,structural_warning_reason,structural_confidence_multiplier,bucket_is_closed,bucket_completion_pct,volume_z_reliable,oi_delta_z_reliable
2026-05-14T02:22:13.002247Z,QUSDT,15m,v2_option_a,PARTIAL,False,NORMAL,mixed_context,observe,Continuation,WAIT,non_efficient_or_mixed,,"Open interest is rising, so fresh positions are entering the move.",,mixed_context_blocked|scenario_not_allow|oi_delta_unreliable,mixed_context_blocked|scenario_not_allow|oi_delta_unreliable,crowded_long,long,False,False,False,ATR_HIGH_NOT_TREND,volatile_expansion,no_compression,BLOCK,STRUCTURAL_BLOCK,volatile_noise_no_structure,,1.0,False,0.4811940988888888,True,True
2026-05-14T02:23:36.672238Z,QUSDT,15m,v2_option_a,PARTIAL,False,NORMAL,mixed_context,observe,Continuation,WAIT,non_efficient_or_mixed,,"Open interest is rising, so fresh positions are entering the move.",,mixed_context_blocked|scenario_not_allow|oi_delta_unreliable,mixed_context_blocked|scenario_not_allow|oi_delta_unreliable,crowded_long,long,False,False,False,ATR_HIGH_NOT_TREND,volatile_expansion,no_compression,BLOCK,STRUCTURAL_BLOCK,volatile_noise_no_structure,,1.0,False,0.5741694144444445,True,True
2026-05-14T02:23:36.672238Z,RIVERUSDT,15m,v2_option_a,PARTIAL,False,FLAT_BASELINE,mixed_context,observe,Continuation,REDUCE_OR_WAIT,extreme_crowding,,"Open interest is rising, so fresh positions are entering the move.",,mixed_context_blocked|scenario_not_allow|oi_delta_unreliable|exhaustion_oi_climax,mixed_context_blocked|scenario_not_allow|oi_delta_unreliable|exhaustion_oi_climax,extreme_crowded_long,long,False,False,False,,unknown_expansion,no_compression,BLOCK,STRUCTURAL_PENALTY,,non_structural_continuation,0.75,False,0.5743001366666667,True,False
2026-05-14T02:27:15.184495Z,BILLUSDT,15m,v2_option_a,FRESH,False,NORMAL,mixed_context,observe,Continuation,WAIT,non_efficient_or_mixed,,"Open interest is rising, so fresh positions are entering the move.",,mixed_context_blocked|scenario_not_allow|oi_delta_unreliable|exhaustion_oi_climax,mixed_context_blocked|scenario_not_allow|oi_delta_unreliable|exhaustion_oi_climax,crowded_long,long,False,False,False,ATR_HIGH_NOT_TREND,volatile_expansion,no_compression,BLOCK,STRUCTURAL_BLOCK,volatile_noise_no_structure,,1.0,False,0.8169063655555555,True,True
2026-05-14T02:27:15.184495Z,DYMUSDT,15m,v2_option_a,FALLBACK_ONLY,False,FLAT_BASELINE,mixed_context,observe,Continuation,WAIT,non_efficient_or_mixed,neutral_bias,"Open interest is rising, so fresh positions are entering the move.|Higher timeframe control is seller dominant, which weakens local conviction.|Higher timeframe trend/control does not support upside, so local rebounds carry distribution risk.",Counter-trend setup|Distribution Risk: MEDIUM,,,crowded_long,long,False,False,False,,unknown_expansion,no_compression,ALLOW,NOT_APPLICABLE,,,1.0,False,0.0,True,False
2026-05-14T02:27:15.184495Z,QUSDT,15m,v2_option_a,FRESH,False,NORMAL,mixed_context,observe,Continuation,WAIT,non_efficient_or_mixed,,"Open interest is rising, so fresh positions are entering the move.",,mixed_context_blocked|scenario_not_allow|oi_delta_unreliable|exhaustion_oi_climax,mixed_context_blocked|scenario_not_allow|oi_delta_unreliable|exhaustion_oi_climax,crowded_long,long,False,False,False,,unknown_expansion,no_compression,BLOCK,STRUCTURAL_ALLOW,,,1.0,False,0.81695461,True,True
2026-05-14T02:27:15.184495Z,RIVERUSDT,15m,v2_option_a,FALLBACK_ONLY,False,FLAT_BASELINE,mixed_context,observe,Continuation,REDUCE_OR_WAIT,extreme_crowding,,"Open interest is rising, so fresh positions are entering the move.",,mixed_context_blocked|scenario_not_allow|oi_delta_unreliable|exhaustion_oi_climax,mixed_context_blocked|scenario_not_allow|oi_delta_unreliable|exhaustion_oi_climax,extreme_crowded_long,long,False,False,False,,unknown_expansion,no_compression,BLOCK,STRUCTURAL_PENALTY,,non_structural_continuation,0.75,False,0.8170885411111111,True,False
2026-05-14T02:37:20.056012Z,RIVERUSDT,15m,v2_option_a,FRESH,False,NORMAL,mixed_context,observe,Continuation,WAIT,taker_price_divergence,,"Open interest is rising, so fresh positions are entering the move.",,mixed_context_blocked|scenario_not_allow|oi_delta_unreliable|exhaustion_oi_climax,mixed_context_blocked|scenario_not_allow|oi_delta_unreliable|exhaustion_oi_climax,extreme_crowded_long,long,True,False,False,,unknown_expansion,no_compression,BLOCK,STRUCTURAL_PENALTY,,non_structural_continuation,0.75,False,0.4892628111111111,True,True
2026-05-14T02:47:23.875108Z,SAGAUSDT,15m,v2_option_a,FRESH,True,NORMAL,mixed_context,observe,Continuation,WAIT,non_efficient_or_mixed,,"Open interest is rising, so fresh positions are entering the move.",,mixed_context_blocked|scenario_not_allow,mixed_context_blocked|scenario_not_allow,crowded_long,long,False,False,False,ATR_HIGH_NOT_TREND,volatile_expansion,no_compression,BLOCK,STRUCTURAL_BLOCK,volatile_noise_no_structure,,1.0,False,0.1599547266666666,True,True
2026-05-14T02:47:23.875108Z,IRYSUSDT,15m,v2_option_a,FRESH,True,NORMAL,mixed_context,observe,Continuation,WAIT,non_efficient_or_mixed,,"Open interest is rising, so fresh positions are entering the move.|Open interest is building but price is not advancing, which points to weak positioning rather than healthy upside acceptance.",Distribution Risk: MEDIUM,continuation_flow_alignment_below_threshold,continuation_flow_alignment_below_threshold,neutral,none,False,False,False,ATR_HIGH_NOT_TREND,volatile_expansion,no_compression,BLOCK,STRUCTURAL_BLOCK,volatile_noise_no_structure,,1.0,False,0.1600036333333333,True,True
2026-05-14T02:47:23.875108Z,STXUSDT,15m,v2_option_a,FRESH,True,NORMAL,range_context,wait,Continuation,WAIT,non_efficient_or_mixed,,"Higher timeframe control is seller dominant, which weakens local conviction.|Rebound failed: the latest swing high stayed below the prior swing high and price could not reclaim the range midpoint.|Higher timeframe trend/control does not support upside, so local rebounds carry distribution risk.|Pre-breakdown warning cancels if price reclaims the range midpoint, breakout validation becomes active, or the higher timeframe turns bullish.",Distribution Risk: HIGH|Bearish Lean,range_context_blocked|scenario_not_allow|clarity_below_threshold,range_context_blocked|scenario_not_allow|clarity_below_threshold,neutral,none,False,False,False,,unknown_expansion,no_compression,BLOCK,STRUCTURAL_PENALTY,,non_structural_continuation,0.75,False,0.1603762033333333,True,True
2026-05-14T02:47:23.875108Z,ICPUSDT,15m,v2_option_a,FRESH,True,NORMAL,weak_propulsion,wait,Continuation,WAIT,non_efficient_or_mixed,,"Open interest is falling, so the move may be driven by closing rather than fresh commitment.|Rebound failed: the latest swing high stayed below the prior swing high and price could not reclaim the range midpoint.|Higher timeframe trend/control does not support upside, so local rebounds carry distribution risk.|Pre-breakdown warning cancels if price reclaims the range midpoint, breakout validation becomes active, or the higher timeframe turns bullish.",Distribution Risk: HIGH|Bearish Lean,scenario_not_allow|continuation_choppy_regime,scenario_not_allow|continuation_choppy_regime,neutral,none,False,False,False,,unknown_expansion,no_compression,BLOCK,STRUCTURAL_PENALTY,,non_structural_continuation,0.75,False,0.1602632,True,True
2026-05-14T02:47:23.875108Z,SWARMSUSDT,15m,v2_option_a,FRESH,True,NORMAL,weak_propulsion,wait,Continuation,WAIT,taker_price_divergence,,"Open interest is rising, so fresh positions are entering the move.|Rebound failed: the latest swing high stayed below the prior swing high and price could not reclaim the range midpoint.|Open interest is building but price is not advancing, which points to weak positioning rather than healthy upside acceptance.|Pre-breakdown warning cancels if price reclaims the range midpoint, breakout validation becomes active, or the higher timeframe turns bullish.",Distribution Risk: HIGH|Bearish Lean,scenario_not_allow|clarity_below_threshold|exhaustion_oi_climax,scenario_not_allow|clarity_below_threshold|exhaustion_oi_climax,neutral,none,True,False,False,ATR_HIGH_NOT_TREND,volatile_expansion,no_compression,BLOCK,STRUCTURAL_BLOCK,volatile_noise_no_structure,,1.0,False,0.1603892755555555,True,True
2026-05-14T02:47:23.875108Z,RIVERUSDT,15m,v2_option_a,FRESH,True,NORMAL,mixed_context,observe,Continuation,WAIT,taker_price_divergence,,"Open interest is rising, so fresh positions are entering the move.",,mixed_context_blocked|scenario_not_allow|exhaustion_oi_climax,mixed_context_blocked|scenario_not_allow|exhaustion_oi_climax,extreme_crowded_long,long,True,False,False,,unknown_expansion,no_compression,BLOCK,STRUCTURAL_PENALTY,,non_structural_continuation,0.75,False,0.1601507888888888,True,True
2026-05-14T02:52:26.978470Z,BILLUSDT,15m,v2_option_a,FRESH,True,NORMAL,mixed_context,observe,Continuation,WAIT,non_efficient_or_mixed,,"Open interest is rising, so fresh positions are entering the move.|Open interest is building but price is not advancing, which points to weak positioning rather than healthy upside acceptance.",Distribution Risk: MEDIUM,continuation_flow_alignment_below_threshold,continuation_flow_alignment_below_threshold,neutral,none,False,False,False,ATR_HIGH_NOT_TREND,volatile_expansion,no_compression,BLOCK,STRUCTURAL_BLOCK,volatile_noise_no_structure,,1.0,False,0.4966911066666666,True,True
2026-05-14T02:52:26.978470Z,SAGAUSDT,15m,v2_option_a,FRESH,True,NORMAL,mixed_context,observe,Continuation,WAIT,non_efficient_or_mixed,,"Open interest is rising, so fresh positions are entering the move.",,mixed_context_blocked|scenario_not_allow,mixed_context_blocked|scenario_not_allow,neutral,none,False,False,False,ATR_HIGH_NOT_TREND,volatile_expansion,no_compression,BLOCK,STRUCTURAL_BLOCK,volatile_noise_no_structure,,1.0,False,0.4967413877777777,True,True
2026-05-14T02:52:26.978470Z,IRYSUSDT,15m,v2_option_a,FRESH,True,NORMAL,mixed_context,observe,Continuation,WAIT,taker_price_divergence,,"Open interest is rising, so fresh positions are entering the move.|Open interest is building but price is not advancing, which points to weak positioning rather than healthy upside acceptance.",Distribution Risk: MEDIUM,continuation_flow_alignment_below_threshold|continuation_taker_not_aligned,continuation_flow_alignment_below_threshold|continuation_taker_not_aligned,neutral,none,True,False,False,,unknown_expansion,no_compression,BLOCK,STRUCTURAL_PENALTY,,non_structural_continuation,0.75,False,0.4967921911111111,True,True
2026-05-14T02:52:26.978470Z,KITEUSDT,15m,v2_option_a,FRESH,True,NORMAL,weak_propulsion,wait,Continuation,WAIT,non_efficient_or_mixed,,"Open interest is rising, so fresh positions are entering the move.",,scenario_not_allow|exhaustion_oi_climax,scenario_not_allow|exhaustion_oi_climax,neutral,none,False,False,False,,unknown_expansion,no_compression,BLOCK,STRUCTURAL_PENALTY,,non_structural_continuation,0.75,False,0.4969183733333333,True,True
2026-05-14T02:52:26.978470Z,EWYUSDT,15m,v2_option_a,FRESH,True,NORMAL,weak_propulsion,wait,Continuation,WAIT,taker_price_divergence,,"Open interest is rising, so fresh positions are entering the move.|Rebound failed: the latest swing high stayed below the prior swing high and price could not reclaim the range midpoint.|Open interest is building but price is not advancing, which points to weak positioning rather than healthy upside acceptance.",Distribution Risk: HIGH,scenario_not_allow|exhaustion_oi_climax,scenario_not_allow|exhaustion_oi_climax,neutral,none,True,False,False,,unknown_expansion,no_compression,BLOCK,STRUCTURAL_PENALTY,,non_structural_continuation,0.75,False,0.4969229733333333,True,True
2026-05-14T02:52:26.978470Z,STXUSDT,15m,v2_option_a,FRESH,True,NORMAL,weak_propulsion,wait,Continuation,WAIT,non_efficient_or_mixed,,"Rebound failed: the latest swing high stayed below the prior swing high and price could not reclaim the range midpoint.|Higher timeframe trend/control does not support upside, so local rebounds carry distribution risk.|Pre-breakdown warning cancels if price reclaims the range midpoint, breakout validation becomes active, or the higher timeframe turns bullish.",Distribution Risk: HIGH|Bearish Lean,scenario_not_allow,scenario_not_allow,neutral,none,False,False,False,,unknown_expansion,no_compression,BLOCK,STRUCTURAL_PENALTY,,non_structural_continuation,0.75,False,0.4971722877777778,True,True
2026-05-14T02:52:26.978470Z,INJUSDT,15m,v2_option_a,FRESH,True,NORMAL,weak_propulsion,wait,Continuation,WAIT,taker_price_divergence,,"Open interest is rising, so fresh positions are entering the move.|Rebound failed: the latest swing high stayed below the prior swing high and price could not reclaim the range midpoint.|Open interest is building but price is not advancing, which points to weak positioning rather than healthy upside acceptance.|Pre-breakdown warning cancels if price reclaims the range midpoint, breakout validation becomes active, or the higher timeframe turns bullish.",Distribution Risk: HIGH|Bearish Lean,scenario_not_allow|clarity_below_threshold|exhaustion_oi_climax,scenario_not_allow|clarity_below_threshold|exhaustion_oi_climax,neutral,none,True,False,False,,unknown_expansion,no_compression,BLOCK,STRUCTURAL_PENALTY,,non_structural_continuation,0.75,False,0.4966990111111111,True,True
2026-05-14T02:52:26.978470Z,MUUSDT,15m,v2_option_a,FRESH,True,NORMAL,weak_propulsion,wait,Continuation,WAIT,non_efficient_or_mixed,,"Open interest is rising, so fresh positions are entering the move.|Rebound failed: the latest swing high stayed below the prior swing high and price could not reclaim the range midpoint.|Open interest is building but price is not advancing, which points to weak positioning rather than healthy upside acceptance.|Pre-breakdown warning cancels if price reclaims the range midpoint, breakout validation becomes active, or the higher timeframe turns bullish.",Distribution Risk: HIGH|Bearish Lean,scenario_not_allow|clarity_below_threshold|continuation_choppy_regime,scenario_not_allow|clarity_below_threshold|continuation_choppy_regime,neutral,none,False,False,False,,unknown_expansion,no_compression,BLOCK,STRUCTURAL_PENALTY,,non_structural_continuation,0.75,False,0.4967320122222222,True,True
2026-05-14T02:52:26.978470Z,ARBUSDT,15m,v2_option_a,FRESH,True,NORMAL,weak_propulsion,wait,Continuation,WAIT,non_efficient_or_mixed,,"Open interest is rising, so fresh positions are entering the move.|Rebound failed: the latest swing high stayed below the prior swing high and price could not reclaim the range midpoint.|Open interest is building but price is not advancing, which points to weak positioning rather than healthy upside acceptance.",Distribution Risk: HIGH,scenario_not_allow|exhaustion_oi_climax,scenario_not_allow|exhaustion_oi_climax,neutral,none,False,False,False,,unknown_expansion,no_compression,BLOCK,STRUCTURAL_PENALTY,,non_structural_continuation,0.75,False,0.4970869277777778,True,True
2026-05-14T02:52:26.978470Z,SWARMSUSDT,15m,v2_option_a,FRESH,True,NORMAL,weak_propulsion,wait,Continuation,WAIT,taker_price_divergence,,"Open interest is rising, so fresh positions are entering the move.|Rebound failed: the latest swing high stayed below the prior swing high and price could not reclaim the range midpoint.|Open interest is building but price is not advancing, which points to weak positioning rather than healthy upside acceptance.|Pre-breakdown warning cancels if price reclaims the range midpoint, breakout validation becomes active, or the higher timeframe turns bullish.",Distribution Risk: HIGH|Bearish Lean,scenario_not_allow,scenario_not_allow,neutral,none,True,False,False,ATR_HIGH_NOT_TREND,volatile_expansion,no_compression,BLOCK,STRUCTURAL_BLOCK,volatile_noise_no_structure,,1.0,False,0.4971854855555555,True,True
2026-05-14T02:52:26.978470Z,RIVERUSDT,15m,v2_option_a,FRESH,True,NORMAL,mixed_context,observe,Continuation,WAIT,taker_price_divergence,,"Open interest is rising, so fresh positions are entering the move.",,mixed_context_blocked|scenario_not_allow|exhaustion_oi_climax,mixed_context_blocked|scenario_not_allow|exhaustion_oi_climax,extreme_crowded_long,long,True,False,False,,unknown_expansion,no_compression,BLOCK,STRUCTURAL_PENALTY,,non_structural_continuation,0.75,False,0.4969422799999999,True,True
2026-05-14T02:52:26.978470Z,CRVUSDT,15m,v2_option_a,FRESH,True,NORMAL,weak_propulsion,wait,Continuation,WAIT,non_efficient_or_mixed,,"Open interest is rising, so fresh positions are entering the move.|Rebound failed: the latest swing high stayed below the prior swing high and price could not reclaim the range midpoint.|Open interest is building but price is not advancing, which points to weak positioning rather than healthy upside acceptance.|Higher timeframe trend/control does not support upside, so local rebounds carry distribution risk.",Distribution Risk: HIGH,scenario_not_allow|exhaustion_oi_climax,scenario_not_allow|exhaustion_oi_climax,neutral,none,False,False,False,,unknown_expansion,no_compression,BLOCK,STRUCTURAL_PENALTY,,non_structural_continuation,0.75,False,0.4971241722222222,True,True
2026-05-14T02:52:26.978470Z,MONUSDT,15m,v2_option_a,FRESH,True,NORMAL,weak_propulsion,wait,Continuation,WAIT,non_efficient_or_mixed,,"Open interest is rising, so fresh positions are entering the move.|Rebound failed: the latest swing high stayed below the prior swing high and price could not reclaim the range midpoint.|Open interest is building but price is not advancing, which points to weak positioning rather than healthy upside acceptance.",Distribution Risk: HIGH,scenario_not_allow,scenario_not_allow,neutral,none,False,False,False,,unknown_expansion,no_compression,BLOCK,STRUCTURAL_PENALTY,,non_structural_continuation,0.75,False,0.4971588188888888,True,True
2026-05-14T02:57:28.662383Z,BILLUSDT,15m,v2_option_a,FRESH,True,NORMAL,weak_propulsion,wait,Continuation,WAIT,non_efficient_or_mixed,,"Open interest is rising, so fresh positions are entering the move.|Rebound failed: the latest swing high stayed below the prior swing high and price could not reclaim the range midpoint.|Open interest is building but price is not advancing, which points to weak positioning rather than healthy upside acceptance.",Distribution Risk: HIGH,scenario_not_allow|exhaustion_oi_climax,scenario_not_allow|exhaustion_oi_climax,neutral,none,False,False,False,,unknown_expansion,no_compression,BLOCK,STRUCTURAL_PENALTY,,non_structural_continuation,0.75,False,0.8318939011111112,True,True
2026-05-14T02:57:28.662383Z,SAGAUSDT,15m,v2_option_a,FRESH,True,NORMAL,mixed_context,observe,Continuation,WAIT,non_efficient_or_mixed,,"Open interest is rising, so fresh positions are entering the move.",,mixed_context_blocked|scenario_not_allow,mixed_context_blocked|scenario_not_allow,neutral,none,False,False,False,ATR_HIGH_NOT_TREND,volatile_expansion,no_compression,BLOCK,STRUCTURAL_BLOCK,volatile_noise_no_structure,,1.0,False,0.8319428733333334,True,True
2026-05-14T02:57:28.662383Z,KITEUSDT,15m,v2_option_a,FRESH,True,NORMAL,mixed_context,observe,Continuation,WAIT,non_efficient_or_mixed,,"Open interest is rising, so fresh positions are entering the move.",,mixed_context_blocked|scenario_not_allow|exhaustion_oi_climax,mixed_context_blocked|scenario_not_allow|exhaustion_oi_climax,neutral,none,False,False,False,,unknown_expansion,no_compression,BLOCK,STRUCTURAL_PENALTY,,non_structural_continuation,0.75,False,0.8321193299999999,True,True
2026-05-14T02:57:28.662383Z,EWYUSDT,15m,v2_option_a,FRESH,True,NORMAL,weak_propulsion,wait,Continuation,WAIT,non_efficient_or_mixed,,"Open interest is rising, so fresh positions are entering the move.|Rebound failed: the latest swing high stayed below the prior swing high and price could not reclaim the range midpoint.|Open interest is building but price is not advancing, which points to weak positioning rather than healthy upside acceptance.",Distribution Risk: HIGH,scenario_not_allow|exhaustion_oi_climax,scenario_not_allow|exhaustion_oi_climax,neutral,none,False,False,False,,unknown_expansion,no_compression,BLOCK,STRUCTURAL_PENALTY,,non_structural_continuation,0.75,False,0.8321239111111111,True,True
2026-05-14T02:57:28.662383Z,BERAUSDT,15m,v2_option_a,FRESH,True,NORMAL,weak_propulsion,wait,Continuation,WAIT,non_efficient_or_mixed,,"Open interest is rising, so fresh positions are entering the move.|Rebound failed: the latest swing high stayed below the prior swing high and price could not reclaim the range midpoint.|Open interest is building but price is not advancing, which points to weak positioning rather than healthy upside acceptance.|Higher timeframe trend/control does not support upside, so local rebounds carry distribution risk.|Pre-breakdown warning cancels if price reclaims the range midpoint, breakout validation becomes active, or the higher timeframe turns bullish.",Distribution Risk: HIGH|Bearish Lean,scenario_not_allow,scenario_not_allow,neutral,none,False,False,False,,unknown_expansion,no_compression,BLOCK,STRUCTURAL_PENALTY,,non_structural_continuation,0.75,False,0.83232087,True,True
2026-05-14T02:57:28.662383Z,QUSDT,15m,v2_option_a,FRESH,True,NORMAL,mixed_context,observe,Continuation,WAIT,non_efficient_or_mixed,,"Open interest is rising, so fresh positions are entering the move.",,mixed_context_blocked|scenario_not_allow,mixed_context_blocked|scenario_not_allow,crowded_long,long,False,False,False,ATR_HIGH_NOT_TREND,volatile_expansion,no_compression,BLOCK,STRUCTURAL_BLOCK,volatile_noise_no_structure,,1.0,False,0.8319618555555556,True,True
2026-05-14T02:57:28.662383Z,STXUSDT,15m,v2_option_a,FRESH,True,NORMAL,weak_propulsion,wait,Continuation,WAIT,non_efficient_or_mixed,,"Open interest is rising, so fresh positions are entering the move.|Rebound failed: the latest swing high stayed below the prior swing high and price could not reclaim the range midpoint.|Open interest is building but price is not advancing, which points to weak positioning rather than healthy upside acceptance.|Higher timeframe trend/control does not support upside, so local rebounds carry distribution risk.|Pre-breakdown warning cancels if price reclaims the range midpoint, breakout validation becomes active, or the higher timeframe turns bullish.",Distribution Risk: HIGH|Bearish Lean,scenario_not_allow,scenario_not_allow,neutral,none,False,False,False,,unknown_expansion,no_compression,BLOCK,STRUCTURAL_PENALTY,,non_structural_continuation,0.75,False,0.8323749577777778,True,True
2026-05-14T02:57:28.662383Z,MUUSDT,15m,v2_option_a,FRESH,True,NORMAL,weak_propulsion,wait,Continuation,WAIT,non_efficient_or_mixed,,"Open interest is rising, so fresh positions are entering the move.|Rebound failed: the latest swing high stayed below the prior swing high and price could not reclaim the range midpoint.|Open interest is building but price is not advancing, which points to weak positioning rather than healthy upside acceptance.|Pre-breakdown warning cancels if price reclaims the range midpoint, breakout validation becomes active, or the higher timeframe turns bullish.",Distribution Risk: HIGH|Bearish Lean,scenario_not_allow|continuation_choppy_regime,scenario_not_allow|continuation_choppy_regime,neutral,none,False,False,False,,unknown_expansion,no_compression,BLOCK,STRUCTURAL_PENALTY,,non_structural_continuation,0.75,False,0.831933178888889,True,True
2026-05-14T02:57:28.662383Z,EIGENUSDT,15m,v2_option_a,FRESH,True,NORMAL,mixed_context,observe,Continuation,WAIT,non_efficient_or_mixed,,"Open interest is rising, so fresh positions are entering the move.|Rebound failed: the latest swing high stayed below the prior swing high and price could not reclaim the range midpoint.|Open interest is building but price is not advancing, which points to weak positioning rather than healthy upside acceptance.",Distribution Risk: HIGH,mixed_context_blocked|scenario_not_allow|exhaustion_oi_climax,mixed_context_blocked|scenario_not_allow|exhaustion_oi_climax,neutral,none,False,False,False,,unknown_expansion,no_compression,BLOCK,STRUCTURAL_PENALTY,,non_structural_continuation,0.75,False,0.8323561488888889,True,True
