EntryTimestamp,ExitTimestamp,Symbol,Timeframe,Setup,Regime,Confidence,Bias,Position,PnL_Pct,Result,EMA30,EMA100,EntryPrice
2026-04-29T07:58:12.459559+00:00,,DOGEUSDT,1h,Continuation,Trending,0.9308,Bullish,Long,1.6126,win,0.100202,0.09897,0.10489
2026-04-06T11:56:30.624019+00:00,,SUIUSDT,4h,Continuation,Trending,0.8947,Bullish,Long,-3.4636,loss,0.858681,0.852869,0.9028
2026-04-13T23:56:29.181229+00:00,,SUIUSDT,4h,Continuation,Trending,0.8626,Bullish,Long,-1.6447,loss,0.919454,0.893475,0.9594
2026-04-16T03:59:07.940381+00:00,,SUIUSDT,4h,Continuation,Balanced,0.871,Bullish,Long,1.2471,win,0.936021,0.905651,0.9736
2026-04-17T16:59:48.418007+00:00,,ROSEUSDT,1h,Continuation,Balanced,0.9042,Bullish,Long,-0.3322,loss,0.011746,0.011695,0.01204
2026-04-27T03:59:59.999000+00:00,,KITEUSDT,4h,Continuation,Trending,0.8774,Bullish,Long,-4.9689,loss,0.146907,0.143002,0.15564
2026-04-11T19:58:36.974992+00:00,,ASTERUSDT,4h,Continuation,Balanced,0.8842,Bullish,Long,-1.277,loss,0.667929,0.667887,0.6798
2026-04-14T13:56:58.409123+00:00,,ASTERUSDT,1h,Continuation,Balanced,0.9079,Bullish,Long,-1.2758,loss,0.672989,0.668022,0.686902
2026-04-16T23:59:32.515981+00:00,,1000SHIBUSDT,24h,Continuation,Trending,0.9079,Bullish,Long,-5.9845,loss,0.005902,0.005859,0.006266
2026-04-22T14:28:07.713647+00:00,,1000SHIBUSDT,15m,Continuation,Ranging,0.8316,Bullish,Long,0.1854,win,0.006224,0.006156,0.006256
2026-04-30T06:43:15.104600+00:00,,1000SHIBUSDT,15m,Continuation,Ranging,0.8072,Bullish,Long,0.7994,win,0.006215,0.006187,0.006233
2026-04-05T17:57:05.618344+00:00,,VVVUSDT,1h,Continuation,Trending,0.905,Bullish,Long,-1.0801,loss,7.116485,7.092016,7.379706
2026-04-06T02:55:59.979137+00:00,,VVVUSDT,15m,Continuation,Balanced,0.8068,Bullish,Long,-0.072,loss,7.293964,7.238228,7.362298
2026-04-07T10:27:01.493724+00:00,,VVVUSDT,15m,Continuation,Balanced,0.4205,Bearish,Short,-0.0387,loss,6.780353,6.906396,6.748
2026-04-11T07:57:49.609646+00:00,,VVVUSDT,15m,Continuation,Balanced,0.8241,Bullish,Long,0.4968,win,7.857352,7.710522,7.999921
2026-04-20T19:59:59.999000+00:00,,VVVUSDT,4h,Continuation,Trending,0.8809,Bullish,Long,-0.2314,loss,8.830369,8.097941,9.506
2026-04-26T07:59:59.999000+00:00,,VVVUSDT,4h,Continuation,Trending,0.9041,Bullish,Long,2.163,win,8.858683,8.474867,9.373
2026-04-27T12:57:08.839885+00:00,,ZROUSDT,1h,Continuation,Balanced,0.4877,Bearish,Short,0.8118,win,1.558842,1.637067,1.4934
2026-04-05T17:26:22.566118+00:00,,WIFUSDT,15m,Continuation,Ranging,0.3906,Bearish,Short,-0.0152,loss,0.176069,0.176917,0.1751
2026-04-06T11:56:30.624019+00:00,,WIFUSDT,4h,Continuation,Trending,0.8998,Bullish,Long,-3.2943,loss,0.178661,0.177285,0.1896
2026-04-07T19:58:07.126140+00:00,,WIFUSDT,1h,Continuation,Trending,0.8925,Bullish,Long,0.7897,win,0.181154,0.180114,0.186327
2026-04-09T15:56:58.765136+00:00,,WIFUSDT,1h,Continuation,Trending,0.8657,Bullish,Long,2.0284,win,0.19261,0.1884,0.1973
2026-04-08T07:57:26.669608+00:00,,HYPEUSDT,1h,Continuation,Balanced,0.9067,Bullish,Long,-0.1926,loss,37.638673,36.737849,39.289
2026-04-13T16:57:21.952368+00:00,,HYPEUSDT,1h,Continuation,Balanced,0.9133,Bullish,Long,1.2357,win,41.651028,40.935905,43.004
2026-04-16T17:56:47.130198+00:00,,LINKUSDT,1h,Continuation,Balanced,0.873,Bullish,Long,0.7783,win,9.260687,9.124056,9.403
2026-04-16T23:59:32.515981+00:00,,LINKUSDT,24h,Continuation,Trending,0.8942,Bullish,Long,-2.0835,loss,8.967223,8.859992,9.594814
2026-04-14T15:59:13.419632+00:00,,XAGUSDT,4h,Continuation,Balanced,0.8893,Bullish,Long,1.001,win,75.737546,74.420871,79.116647
2026-04-14T23:57:57.192621+00:00,,XAGUSDT,24h,Continuation,Trending,0.8867,Bullish,Long,-0.4713,loss,74.175399,73.357877,79.53
2026-04-23T07:44:59.999000+00:00,,REDUSDT,15m,Continuation,Trending,0.8053,Bullish,Long,-2.0619,loss,0.131889,0.130666,0.1358
2026-04-07T10:57:42.648157+00:00,,CLUSDT,15m,Continuation,Balanced,0.7892,Bullish,Long,0.8342,win,113.573218,113.093188,113.98
2026-04-15T11:55:50.955164+00:00,,AAVEUSDT,1h,Continuation,Balanced,0.8887,Bullish,Long,2.1462,win,99.615824,96.665636,101.764941
2026-04-16T05:10:33.955288+00:00,,币安人生USDT,15m,Continuation,Trending,0.7916,Bullish,Long,2.4834,win,0.336454,0.330813,0.3387
2026-04-28T09:11:16.333935+00:00,,币安人生USDT,15m,Continuation,Balanced,0.8724,Bullish,Long,-1.3048,loss,0.36715,0.362939,0.36977
2026-04-08T03:27:03.587110+00:00,,EDGEUSDT,15m,Continuation,Balanced,0.8704,Bullish,Long,2.5504,win,1.075257,1.02892,1.0802
2026-04-22T03:58:41.377898+00:00,,EDGEUSDT,15m,Continuation,Balanced,0.8649,Bullish,Long,2.0357,win,1.36623,1.358376,1.39385
2026-04-25T12:59:59.999000+00:00,,SONICUSDT,15m,Continuation,Balanced,0.8983,Bullish,Long,2.6463,win,0.037242,0.037044,0.03771
2026-04-10T01:44:24.801299+00:00,,NEARUSDT,15m,Continuation,Balanced,0.8042,Bullish,Long,-0.6254,loss,1.363752,1.351908,1.36942
2026-04-18T06:57:05.583463+00:00,,NEARUSDT,1h,Continuation,Balanced,0.8486,Bullish,Long,-1.1645,loss,1.410793,1.400922,1.417415
2026-04-07T19:58:07.126140+00:00,,1000PEPEUSDT,1h,Continuation,Balanced,0.8963,Bullish,Long,2.1378,win,0.003388,0.003379,0.00346
2026-04-11T21:56:14.669046+00:00,,1000PEPEUSDT,1h,Continuation,Balanced,0.8307,Bullish,Long,-1.6735,loss,0.003616,0.003554,0.003739
2026-04-15T22:43:12.392554+00:00,,1000PEPEUSDT,15m,Continuation,Balanced,0.8574,Bullish,Long,-0.8251,loss,0.003708,0.003654,0.003755
2026-04-26T11:55:37.716802+00:00,,1000PEPEUSDT,4h,Continuation,Balanced,0.9061,Bullish,Long,-2.0948,loss,0.003835,0.003713,0.003942
2026-04-27T03:57:34.172163+00:00,,1000PEPEUSDT,4h,Continuation,Trending,0.9017,Bullish,Long,-2.2772,loss,0.003858,0.00373,0.004005
2026-04-28T18:59:59.999000+00:00,,BROCCOLI714USDT,1h,Continuation,Trending,0.8952,Bullish,Long,8.3437,win,0.016887,0.016211,0.01962
2026-04-20T15:59:59.999000+00:00,,CHZUSDT,4h,Continuation,Trending,0.8493,Bullish,Long,2.5073,win,0.041741,0.041501,0.04445
2026-04-23T23:59:59.999000+00:00,,CHZUSDT,4h,Continuation,Trending,0.887,Bullish,Long,-5.4595,loss,0.045909,0.043406,0.05024
2026-04-24T12:25:15.778944+00:00,,CHZUSDT,15m,Continuation,Ranging,0.7851,Bullish,Long,-0.2905,loss,0.047907,0.047521,0.04819
2026-04-07T12:54:51.737907+00:00,,ARIAUSDT,1h,Continuation,Trending,0.502,Bearish,Short,2.4442,win,0.580337,0.607697,0.5212
2026-04-22T07:55:28.153997+00:00,,ETHUSDT,4h,Continuation,Balanced,0.8868,Bullish,Long,-0.688,loss,2327.711534,2267.103429,2389.48
2026-04-26T19:59:59.999000+00:00,,NAORISUSDT,4h,Continuation,Trending,0.8711,Bullish,Long,3.5827,win,0.069523,0.061386,0.08734
2026-04-25T11:59:59.999000+00:00,,SOMIUSDT,1h,Continuation,Balanced,0.8944,Bullish,Long,0.4802,win,0.171152,0.168263,0.1734
2026-04-22T00:14:59.999000+00:00,,CHIPUSDT,15m,Continuation,Trending,0.8964,Bullish,Long,-6.7045,loss,0.059656,0.050047,0.0629
2026-04-19T23:26:23.208449+00:00,,PHBUSDT,15m,Continuation,Trending,0.7999,Bullish,Long,-2.8294,loss,0.141164,0.139893,0.142578
2026-04-17T23:56:41.953640+00:00,,BTCUSDT,24h,Continuation,Trending,0.8824,Bullish,Long,-1.0196,loss,71376.149623,69768.653352,77073.924703
2026-04-23T08:22:28.319461+00:00,,MASKUSDT,24h,Continuation,Trending,0.8946,Bullish,Long,10.1631,win,0.444798,0.436405,0.501183
2026-04-28T07:59:54.023104+00:00,,MASKUSDT,1h,Continuation,Balanced,0.8582,Bullish,Long,-1.6716,loss,0.528471,0.516585,0.5448
2026-04-19T14:11:16.889975+00:00,,BLURUSDT,15m,Continuation,Balanced,0.8474,Bullish,Long,3.6474,win,0.030577,0.028579,0.0311
2026-04-22T19:58:52.579286+00:00,,BLURUSDT,1h,Continuation,Trending,0.8794,Bullish,Long,-3.5539,loss,0.032645,0.03115,0.035735
2026-04-06T11:56:30.624019+00:00,,PIPPINUSDT,1h,Continuation,Trending,0.5077,Bearish,Short,-3.1502,loss,0.04074,0.044014,0.033155
2026-04-11T03:57:51.901254+00:00,,PIPPINUSDT,4h,Continuation,Trending,0.8321,Bearish,Short,-0.694,loss,0.033272,0.039256,0.029305
2026-04-12T19:59:42.630988+00:00,,PIPPINUSDT,4h,Continuation,Trending,0.9084,Bearish,Short,3.5946,win,0.031146,0.037396,0.026665
2026-04-23T19:59:59.999000+00:00,,1000LUNCUSDT,4h,Continuation,Trending,0.8658,Bullish,Long,6.4693,win,0.044101,0.042917,0.0464
2026-04-26T19:59:59.999000+00:00,,1000LUNCUSDT,4h,Continuation,Trending,0.8807,Bullish,Long,6.9949,win,0.049495,0.045578,0.05611
2026-04-08T07:57:26.669608+00:00,,MONUSDT,4h,Continuation,Trending,0.8641,Bullish,Long,2.895,win,0.02768,0.027094,0.03069
2026-04-14T07:55:20.338849+00:00,,MONUSDT,4h,Continuation,Trending,0.8808,Bullish,Long,-5.5448,loss,0.033653,0.030594,0.036479
2026-04-26T11:59:59.999000+00:00,,ONDOUSDT,4h,Continuation,Trending,0.8921,Bullish,Long,-2.3392,loss,0.261722,0.258685,0.2707
2026-04-22T15:59:59.999000+00:00,,SEIUSDT,4h,Continuation,Trending,0.8611,Bullish,Long,-3.4886,loss,0.057398,0.056653,0.0625
2026-04-23T06:40:49.819716+00:00,,SEIUSDT,15m,Continuation,Ranging,0.8433,Bullish,Long,0.3822,win,0.061031,0.060717,0.06117
2026-04-26T14:24:52.879520+00:00,,SEIUSDT,15m,Continuation,Balanced,0.8271,Bullish,Long,1.3656,win,0.061483,0.061109,0.06212
2026-04-12T11:59:59.999000+00:00,,INXUSDT,4h,Continuation,Trending,0.8803,Bullish,Long,6.1286,win,0.01243,0.012054,0.0134
2026-04-16T16:55:22.256810+00:00,,INXUSDT,1h,Continuation,Balanced,0.4892,Bearish,Short,-2.018,loss,0.012899,0.013604,0.0122
2026-04-12T03:59:59.999000+00:00,,ATOMUSDT,4h,Continuation,Balanced,0.4991,Bearish,Short,1.0992,win,1.808819,1.823291,1.744
2026-04-27T04:58:39.847155+00:00,,GENIUSUSDT,15m,Continuation,Ranging,0.802,Bullish,Long,-0.6345,loss,0.588739,0.584315,0.5944
2026-04-19T07:57:01.510064+00:00,,QTUMUSDT,4h,Continuation,Trending,0.4394,Bearish,Short,-0.2579,loss,0.941227,0.948511,0.897472
2026-04-24T19:59:59.999000+00:00,,SLPUSDT,4h,Continuation,Trending,0.8904,Bullish,Long,4.3156,win,0.000664,0.000656,0.000688
2026-04-06T11:56:30.624019+00:00,,PENGUUSDT,4h,Continuation,Trending,0.8804,Bullish,Long,-3.7955,loss,0.006168,0.006116,0.006562
2026-04-14T11:59:41.857830+00:00,,PENGUUSDT,4h,Continuation,Trending,0.9041,Bullish,Long,-3.6455,loss,0.006691,0.006444,0.007106
2026-04-21T11:55:16.329497+00:00,,PENGUUSDT,4h,Continuation,Trending,0.9018,Bullish,Long,-4.6467,loss,0.007323,0.006865,0.007843
2026-04-22T02:57:37.826873+00:00,,PENGUUSDT,1h,Continuation,Trending,0.9075,Bullish,Long,3.2717,win,0.007638,0.007432,0.007984
2026-04-22T18:42:33.629124+00:00,,PENGUUSDT,15m,Continuation,Balanced,0.8493,Bullish,Long,-1.0627,loss,0.008524,0.008234,0.0086
2026-04-23T12:14:15.534434+00:00,,PENGUUSDT,15m,Continuation,Balanced,0.8018,Bullish,Long,-0.0831,loss,0.008395,0.008335,0.008458
2026-04-26T11:55:37.716802+00:00,,PENGUUSDT,4h,Continuation,Trending,0.8971,Bullish,Long,-4.0542,loss,0.008368,0.007583,0.008988
2026-04-22T14:59:59.999000+00:00,,1000FLOKIUSDT,1h,Continuation,Balanced,0.8569,Bullish,Long,-0.7143,loss,0.032182,0.031597,0.0336
2026-04-23T14:59:59.999000+00:00,,1000FLOKIUSDT,1h,Continuation,Balanced,0.8872,Bullish,Long,-2.3365,loss,0.032679,0.03205,0.03398
2026-04-26T11:59:59.999000+00:00,,SPACEUSDT,4h,Continuation,Trending,0.8821,Bullish,Long,-6.3997,loss,0.006385,0.006038,0.00704
2026-04-26T20:59:59.999000+00:00,,SPACEUSDT,1h,Continuation,Trending,0.8821,Bullish,Long,-5.3208,loss,0.006895,0.006651,0.007519
2026-04-14T15:59:13.419632+00:00,,BNBUSDT,4h,Continuation,Balanced,0.8822,Bullish,Long,-1.3346,loss,605.848555,601.224814,624.03
2026-04-16T23:59:32.515981+00:00,,ADAUSDT,24h,Continuation,Trending,0.8597,Bullish,Long,-3.6518,loss,0.247687,0.246688,0.259135
2026-04-09T19:57:03.788087+00:00,,1000BONKUSDT,4h,Continuation,Trending,0.8608,Bullish,Long,-1.3292,loss,0.005758,0.005617,0.005928
2026-04-16T03:59:07.940381+00:00,,FILUSDT,4h,Continuation,Trending,0.9296,Bullish,Long,1.4004,win,0.895995,0.871171,0.944
2026-04-13T12:57:02.342941+00:00,,RIVERUSDT,1h,Continuation,Trending,0.5003,Bearish,Short,5.8086,win,8.639386,9.26222,7.741933
2026-04-15T07:56:32.291375+00:00,,RIVERUSDT,1h,Continuation,Trending,0.8968,Bearish,Short,-2.7626,loss,8.620967,8.811206,7.630188
2026-04-21T23:43:58.082840+00:00,,RIVERUSDT,15m,Continuation,Balanced,0.7943,Bullish,Long,0.6253,win,5.666873,5.613196,5.673
2026-04-25T21:59:59.999000+00:00,,WCTUSDT,1h,Continuation,Trending,0.8979,Bullish,Long,1.9939,win,0.064206,0.06131,0.06847
2026-04-16T15:59:03.950944+00:00,,UNIUSDT,1h,Continuation,Trending,0.8936,Bullish,Long,-1.5055,loss,3.24299,3.178529,3.400049
2026-04-22T07:55:28.153997+00:00,,UNIUSDT,4h,Continuation,Trending,0.8888,Bullish,Long,-2.1553,loss,3.285767,3.224466,3.387
2026-04-16T15:43:45.961126+00:00,,HBARUSDT,15m,Continuation,Ranging,0.8746,Bullish,Long,-0.2945,loss,0.087883,0.087295,0.08829
2026-04-25T11:59:59.999000+00:00,,CROSSUSDT,4h,Continuation,Trending,0.8755,Bullish,Long,3.0618,win,0.103395,0.093175,0.12406
2026-04-25T20:44:59.999000+00:00,,CROSSUSDT,15m,Continuation,Balanced,0.8663,Bullish,Long,-1.0809,loss,0.126005,0.12433,0.12675
2026-04-27T11:59:59.999000+00:00,,TURTLEUSDT,4h,Continuation,Trending,0.875,Bullish,Long,2.5013,win,0.047555,0.045334,0.05269
2026-04-14T07:55:20.338849+00:00,,MSTRUSDT,4h,Continuation,Balanced,0.8724,Bullish,Long,3.4002,win,128.931833,125.279312,135.683442
2026-04-16T23:59:32.515981+00:00,,XRPUSDT,24h,Continuation,Trending,0.8808,Bullish,Long,-1.3705,loss,1.34568,1.329512,1.452772
2026-04-23T13:59:59.999000+00:00,,LABUSDT,1h,Continuation,Trending,0.9156,Bullish,Long,-5.3966,loss,0.605223,0.562347,0.6821
2026-04-05T20:40:27.025043+00:00,,FETUSDT,15m,Continuation,Ranging,0.8501,Bullish,Long,-0.6431,loss,0.22821,0.227421,0.229241
2026-04-29T08:29:27.058746+00:00,,TACUSDT,15m,Continuation,Balanced,0.8275,Bullish,Long,3.2523,win,0.013784,0.012595,0.014145
2026-04-22T15:59:44.830524+00:00,,STRKUSDT,4h,Continuation,Trending,0.8558,Bullish,Long,2.4842,win,0.036902,0.036557,0.04149
2026-04-21T19:59:42.988141+00:00,,BZUSDT,1h,Continuation,Trending,0.889,Bullish,Long,-1.5394,loss,91.239327,91.199283,95.093226
2026-04-30T03:55:13.790198+00:00,,BZUSDT,4h,Continuation,Balanced,0.8896,Bullish,Long,0.4607,open,103.057213,99.454546,112.87
2026-04-05T20:40:27.025043+00:00,,FARTCOINUSDT,15m,Continuation,Ranging,0.8764,Bullish,Long,-0.5557,loss,0.163419,0.163298,0.163788
2026-04-06T08:42:52.265210+00:00,,FARTCOINUSDT,15m,Continuation,Ranging,0.8781,Bullish,Long,-0.723,loss,0.171021,0.167765,0.173018
2026-04-06T11:56:30.624019+00:00,,FARTCOINUSDT,4h,Continuation,Trending,0.8818,Bullish,Long,-4.898,loss,0.167415,0.166443,0.177581
2026-04-07T15:58:29.280560+00:00,,FARTCOINUSDT,1h,Continuation,Balanced,0.8588,Bullish,Long,2.7676,win,0.170378,0.167554,0.173727
2026-04-16T07:58:55.102134+00:00,,FARTCOINUSDT,4h,Continuation,Trending,0.9071,Bullish,Long,3.1251,win,0.198092,0.185383,0.214647
2026-04-27T03:57:34.172163+00:00,,FARTCOINUSDT,4h,Continuation,Trending,0.9004,Bullish,Long,-3.1431,loss,0.201826,0.196814,0.2119
2026-04-25T07:40:22.765510+00:00,,KATUSDT,15m,Continuation,Trending,0.857,Bullish,Long,-3.5612,loss,0.023822,0.021774,0.02443
2026-04-28T19:11:40.551423+00:00,,KATUSDT,15m,Continuation,Balanced,0.8094,Bullish,Long,-1.0217,loss,0.011493,0.011485,0.01164
2026-04-08T07:57:26.669608+00:00,,TRUMPUSDT,4h,Continuation,Balanced,0.8764,Bullish,Long,-2.6018,loss,2.867467,2.842016,3.009
2026-04-16T15:43:45.961126+00:00,,TRUMPUSDT,15m,Continuation,Balanced,0.8323,Bullish,Long,1.4484,win,2.925374,2.894954,2.952
